conhecimento	escola
escarrapichar	frisar
encovado	fundo
acatarrado	encatarroado
dorso	lombada
abadessa	prelada
excitador	excitante
apaixonadamente	extremosamente
prerrogativa	privilégio
engendração	formulação
averrumar	torturar
surpreender-se	surpresar-se
pão-duro	somítico
empírico	experimental
submandatário	substabelecido
pintinho	pipio
mumificador	mumificante
sevadeira	sevador
marra	marrão
desgovernar-se	desorientar-se
desmentimento	negação
mascarilha	meia-máscara
fancaria	pacotilha
outonar	outonear
memento	memorando
segredo	sigilo
atropelação	torniquete
enfronhar	lecionar
discutível	questionável
transoceânico	ultramarino
lubrificação	untadura
escabelo	escano
enodoar-se	manchar-se
desalojar-se	desaquartelar-se
farroupilha	gebo
explosão	tiro
desestimador	desvalorizador
excetuado	tirante
aprender	educar-se
volatilizável	volatizável
carne	polpa
condoimento	condolência
rispidamente	rudemente
flutuante	nadante
moendeiro	moleiro
subsídio	subvenção
engrilar	perfilar
mantedor	mantenedor
desavir-se	desentender-se
destemperança	insobriedade
delação	denúncia
intimidador	intimidativo
redimidor	resgatador
intrometer	pôr
provação	transe
edição	publicação
carcomição	corrosão
diplomar	formar
gemelípara	geminípara
barganhador	berganhador
torninho	torno
tarefas	trabalhos
concatenação	encadeação
estroçar-se	rafar-se
tendência	vocação
ossaria	ossuário
telheira	tijolaria
mestra	professora
abertão	raleira
arrepelar	repelar
deslembrar	desmemoriar
recalcamento	recalque
enfermiço	valetudinário
esburgar	escascar
autoria	composição
caracterizador	caraterizante
pisgar-se	refugir
depilação	peladura
pançudo	ventrudo
esmaltagem	laqueação
desordeiro	rusgador
atorar	partir
titã	titão
peguinhar	provocar
vaporizável	volatizável
tecto	telhado
recolhido	retraído
esperma	sêmen
esbandulhar	esbarrigar
drolático	recreativo
arruivascado	ruivacento
retrocedente	retrocedor
charlatanesco	charlatânico
enriquecer-se	locupletar-se
desdenhosamente	sobranceiro
rotura	violação
manifestamente	publicamente
liquidificador	liquidificante
poisio	pousio
tesouro	teta
beca	loba
intencionalmente	propositalmente
punctura	puntura
precogitar	premeditar
babá	pajem
obsequiar	prendar
cafarnaum	ferro-velho
inúmero	sobrenumerável
alínea	parágrafo
afidalgamento	engrandecimento
pelotiqueiro	truão
reverberar	rutilar
atijolar	tijolar
desembarcar	saltar
bem-querido	benquisto
mal-apanhado	mal-apessoado
vendelhão	vendilhão
tilintar	tirlintar
desniquelar-se	enferrujar-se
omitido	supresso
detrativo	difamatório
asmo	ázimo
descaracterização	despersonalização
bachareleiro	palavroso
monometalismo	unimetalismo
quinhoeiro	sócio
infundir-se	penetrar
gonadotrófico	gonadotrópico
relvar	relvejar
transcursar	traspassar
provisionar	suprir
charco	lagoa
irrepressível	irreprimível
superficialidade	superficialismo
ditatorial	ditatório
usufruir	usufrutar
fartável	saciável
turbilhão	vórtice
bastardia	degeneração
candura	castidade
irrequietação	torvação
retesado	tenso
mamilar	mamiliforme
barretada	salame
oculista	oftalmologista
combusto	queimado
economicamente	parcamente
arrastadeira	rasteira
montanhoso	montuoso
dogmático	pedantesco
adesismo	adesivismo
embranquiçar	nevar
apergaminhado	pergaminhado
acalantado	balouçado
ausentar-se	deixar
madente	úmido
esmiuçamento	pormenorização
necessário	obrigatório
diva	divindade
neutralização	nulificação
aprobativo	aprobatório
chinelada	tamancada
timbre	topo
recosto	respaldo
cinzas	cinzeiro
conceituoso	espirituoso
rubente	rúbeo
sólito	usual
intrometimento	palpitação
desacaudelado	desacaudilhado
amidolado	amidonado
presbiterado	presbiterato
europeizador	europeizante
inutilização	invalidez
morto	pálido
acordeonista	sanfoneiro
beltrano	fulano
discriminador	discriminativo
crismar	epitetar
principiar	puxar
lembrado	proposto
trepidante	vacilante
assimilante	assimilativo
lambida	lambidela
foguista	fornalheiro
insinuante	insinuativo
minuto	miúdo
empacotador	enfardador
disperso	estroçado
desimantação	desmagnetização
conluiar	mancomunar
dessegredo	publicidade
engrossativo	lisonjeador
adulterador	falsificador
morsa	torninho
negaça	visco
envidar	provocar
encarochar-se	enfeitiçar-se
ignorado	ignoto
afogueado	exaltado
coagulador	coagulante
elíptico	elítico
não-alinhado	não-engajado
acracia	anarquia
insídia	traição
esbarro	tranco
entristecimento	tristeza
caceteação	importunação
inventariador	inventariante
ancestral	avito
afeado	enfeado
suprir	vir
venera	vieira
privilegiar	singularizar
zarolho	zerê
generosamente	liberalmente
desdormido	indormido
imbramar-se	soltar-se
passarada	passarinhada
ranhurar	riscar
percuciente	profundo
desplumado	espenicado
descampado	escampado
familiarização	habituação
galope	galopeação
apiadar	condoer
acromaticidade	acromatismo
punção	saca-bocado
ataca	atacador
pequerrucho	pequito
entretecer-se	interlaçar-se
monotonia	mornidão
incentivo	inspiração
aninado	embalado
desabotoamento	desabrocho
cachação	pescoçada
polvoroso	pulveroso
espiar-se	vigiar-se
truania	truanice
sopapo	tapa
xerocopiar	xeroxar
recoutar	recozer
conclamação	proclamação
desvirginizar	moçar
alparca	alpercata
desenovelar-se	desnovelar-se
bexiguento	variolado
representar	traduzir
descornado	esmochado
escancelar	espamparar
fraguar	mortificar
empurra	empurração
redopio	rodopio
poltronaria	pusilanimidade
presto	veloz
penumbra	semi-obscuridade
amanteigado	esmarelido
perlado	perolado
remontado	restaurado
trissulcado	trissulco
mescla	miscelânea
combustível	combustivo
sobremesa	sobrepasto
ressurreto	ressuscitado
perpetrar	praticar
supedâneo	taburno
onzena	usura
selo	timbre
marcescível	murchecível
multimilionário	supermilionário
esgalgado	esgalgo
colmaço	colmado
coado	filtrado
descentrado	excêntrico
suscitação	ventilação
cotejar	reverificar
remissor	remitente
alcatifa	tapete
partição	segmentação
dissimilativo	dissimilatório
historíola	historiúncula
periodismo	regularidade
osecrar	rogar
invólucro	revestimento
raspadeira	raspador
quinta-essenciado	quintessenciado
turgente	túrgido
encaranguejar	entrevecer
incaracterizável	incaraterizável
impersonalização	impessoalização
sujo	torpe
desembrulhado	desempapelado
ativador	ativante
joeira	peneira
bandido	bandoleiro
amortiçar-se	extinguir-se
decréscimo	inacumulação
sabre	terçado
transfigurado	transformado
transluzir-se	transverberar-se
alígero	célere
gazetal	gazetário
franqueado	patente
proferição	pronunciação
cocoricar	cucuricar
trilho	vereda
prescrito	receitado
bioquice	exageração
fusco	pardo
retiro	solidão
envolvente	fascinador
mandatício	procuratório
chanfaneiro	tasqueiro
envilecido	humilhado
hortaliça	verdura
marcial	pugnaz
frisar	realçar
raspagem	rasura
fimbriado	franjado
bicha	serpentina
precisar	querer
monco	muco
salvaguardar	segurar
defraudador	fraudador
pândego	travesso
apical	apicilar
pretensão	vaidade
enumerar	enunciar
enredamento	entrançado
salame	zumbaia
privar-se	reprimir-se
resolvido	solucionado
volatear	voltear
sorongo	tarouco
envolvido	implicado
embranquecimento	esbranquiçamento
consoar	rimar
embelecer-se	embelezar-se
joeirado	seleto
visguento	xaroposo
automatizar	mecanizar
apresentador	apresentante
nado	nascido
conjuração	invocação
nato	natural
desmemoriar	olvidar
fabulosamente	prodigiosamente
antiafrodisíaco	antiafrodítico
ilustrador	ilustrante
incitante	incitativo
deseliminar	restaurar
ajuntadoiro	ajuntadouro
eliminar-se	matar-se
aconchado	aconcheado
ilhar-se	isolar-se
franzimento	plissagem
fito	ponto
inteiramente	plenamente
desabituar-se	desacostumar-se
abrocadado	abrocado
côdea	crosta
enoitar	noitecer
influencial	influenciário
quatro-cantinhos	quatro-cantos
santificador	santificante
desafivelado	desfivelado
peçonhoso	venenoso
esparrame	esparramo
monturo	podredouro
petrificante	petrificativo
desvirilizador	desvirilizante
poiso	rancho
porongo	porunga
transfiguramento	transformação
indubitável	irrefragável
anatomista	anatomizador
lapidado	polido
zangadiço	zangado
desferrado	despregado
arranhado	descalavrado
largura	vastidão
homossexualismo	inversão
fervedouro	formigueiro
obsoleto	velho
oposto	reverso
acutíssimo	agudíssimo
espreita	vigia
ondulante	ondulatório
inadaptação	inadequação
calcular-se	tomar-se
impotência	insensibilidade
departamento	repartição
salpintar	sarapintar
unto	untura
prenúncio	vaticínio
lunícola	selenita
desmanchado	destruído
fouçar	roçar
mendigo	pedinte
sapateada	sapateado
cuspideira	escarrador
conveniência	favor
longevidade	macrobia
acostumamento	familiarização
sazão	tempo
fumigação	incensação
ósseo	ossuoso
espadada	espadeirada
açoitamento	chicoteamento
sacrificar	traumatizar
tocar	vibrar
mijar	urinar
ascenso	elevação
operosidade	produtividade
embolorar	embolorecer
achável	encontrável
infavorável	inimigo
paziguar-se	sossegar-se
engelhamento	enrugamento
relâmpago	toque
seccionar	separar
extensivo	lato
escurão	noitinha
recuada	retirada
estratégico	manhoso
valorar	valorizar
abonecado	embonecado
borboleteio	divagação
modorra	sonolência
anarquização	sublevação
tardada	tardança
personalidade	presença
pregueadeira	pregueador
anafear	engordar
feérico	maravilhoso
dissidência	oposição
assimilado	entendido
cascalhento	cascalhudo
radiotransmissor	transmissor
mancinismo	sinistrismo
guindado	rebuscado
compilação	copilação
gagá	senil
submissão	vassalagem
expirante	moribundo
fulguração	resplandescimento
defumação	fumigação
personagem	pessoa
numerar	relatar
dissidir	separar
liqüefação	liquidificação
velar	zelar
honrar	temer
rasca	rascada
empedrar	empedrenir
setembrada	setembrizada
concretização	consolidação
quotização	rasca
suplantar	vencer
barbadinho	barbono
condicionalidade	eventualidade
permissão	vênia
ovil	redil
missão	tarefa
farejador	fariscador
dessexuado	infecundado
apostolical	apostólico
globalmente	plenamente
branquicento	esbranquiçado
sumário	súmula
estanqueidade	estanquidade
padrão	protótipo
entrombar-se	entufar-se
mnemônica	mnemotécnica
acaramelado	encaramelado
arrumadeira	camareira
oferendar	trazer
cenotáfio	essa
gazão	relvedo
restringir-se	resumir-se
domo	sé
bismutado	bismutífero
codo	geada
encantação	encantamento
meiguice	suavidade
diabinho	diabrete
filheiro	filhento
regadia	regadura
amputador	mutilador
desusado	insueto
talamento	vastação
autoclave	esterilizador
existência	vida
auditivo	auditório
forasteiro	vindiço
lapidagem	polimento
esmadrigado	fugido
veludado	veludíneo
manancial	tesouro
fecundador	fecundante
classificar-se	qualificar-se
possuidor	proprietário
bocarra	boqueirão
regurgitação	regurgitamento
vociferador	vociferante
aguarelista	aquarelista
vômico	vomífico
tresloucar	variar
caterva	corja
desumedecer	esgotar
sarandalhos	sobras
coqueluche	epidemia
catassol	furta-cor
festividade	função
laxo	relaxado
climático	climatológico
dactilóide	datilóide
acarminado	nacarino
abaladiço	impressível
enternecido	sensibilizado
alistado	conscrito
fronte	rosto
apropinquação	aproximação
rechaçado	repelido
absorvente	aspirante
embebição	encharcamento
tarima	tarimba
paisagem	quadro
chefatura	testa
abenesse	prebenda
prevenção	previdência
estrangular	premir
passadouro	passagem
salitrar	salitrizar
revirar	virar
bical	bicudo
dileção	predileção
abestalhar-se	bestificar-se
folheto	panfleto
soado	ventilado
remanescente	resíduo
castelo	fortaleza
beijo	ósculo
taxionomia	taxonomia
obviedade	previsibilidade
garrote	torcedor
alibilidade	assimilabilidade
estrafegar	velicar
gerigonça	geringonça
mocetona	moçona
mendicidade	mendigação
cabritar	cabritear
incansável	infatigável
zombeirão	zombeteiro
comercialidade	negociabilidade
denegar-se	resistir
vento	zéfiro
lutoso	lutulento
tromba	viseira
desintricado	fácil
caracterizável	distinguível
nevoaça	nevoeiro
premer	premir
empobrecer	exaustar
lambedura	lambidela
eclusa	esclusa
arnedo	arneiro
valer	vir
mitral	mitriforme
barrento	barroso
permanecer	ter
borboletear	mariposear
moça	rapariga
escorchado	estonado
fraldear	fraldejar
tóxico	veneno
cilindro	rolo
poltronice	pusilanimidade
transfeito	transformado
perturbativo	perturbatório
apanágio	atributo
formado	graduado
assentada	ata
bacilar	bacilário
maturador	maturativo
fundamentabilidade	sustentabilidade
epigrafar	inscrever
simbolizador	simbolizante
esquecimento	olvido
profanado	violado
facada	picada
toicinheiro	toucinheiro
arvícola	cultivador
extensível	extensivo
instilar	insuflar
reajuste	reaperto
estonar	pelar
encravilhar-se	endividar-se
recíproca	solidariedade
enlocar	enlurar
pulador	pulante
particularizar	pormenorizar
odiar	ojerizar
endossamento	endosso
tonilho	tono
divorciar	vastar
inconversível	inconvertível
inamovível	irremovível
gralhada	grasnada
afetuar-se	grudar-se
carroçaria	carroceria
tropear	tropicar
hausto	sorvo
idioma	língua
herbolário	herborista
esparregado	espermegado
dobre	hipócrita
treinar	trenar
leira	leiva
relevância	relevo
motivação	móvel
incompatível	inconciliável
ginga	zinga
vaticinação	vaticínio
amassadura	esmagamento
pisadela	pisão
patriarcado	patriarcalismo
enregelado	regelado
subtilizador	sutilizador
encarapelar	encarapinhar
pujar	sobrepujar
borbulhento	borbulhoso
maquilagem	pintura
compasso	ritmo
redomoinhada	remoinhada
atrôo	barulho
garantido	seguro
agromaníaco	agrômano
surragem	surramento
angüicomado	angüícomo
serrania	serraria
encabritado	trepado
salubérrimo	salubríssimo
voleibol	volibol
sobrepensar	sobrepesar
interligar	ligar
encruzada	encruzilhada
foco	núcleo
xaile	xalemanta
picaria	pista
cachorro	perro
televisor	tevê
montanhento	montoso
grávido	repleto
revelador	revelante
prospeto	vista
autopropulsado	autopropulsionado
catecismo	catequismo
sax-tenorista	tenorista
organismo	organização
recife	restinga
entranhável	profundo
insatisfeito	malcontente
efeminar-se	efeminizar-se
escoriar-se	raspar-se
trunfa	turbante
validade	valimento
rusguento	turbulento
maquinado	tramado
legitimação	reconhecimento
somativo	somatório
fanal	norte
caricatura	cartum
subseção	subsecção
fanico	fricote
monocromático	monocromo
necrópole	sepulcrário
esterilização	inutilização
queixume	vagir
repercussão	revérbero
balangandã	boleta
rumorejo	sussurro
galicófilo	galófilo
antécio	anteco
mofado	ridicularizado
tibiez	tibieza
facciosamente	parcialmente
cascudo	casquento
invento	obra
genitora	mãe
feno	forragem
piso	soalhado
verrugoso	verruguento
comprimento	extensão
descascado	estonado
desprecatar-se	facilitar
talentaço	talentão
reprochar	vituperar
confutável	refutável
detenção	retenção
dessuspeitoso	insuspeito
zanga-burrinha	zanga-burrinho
dignificar	nobrecer
emocionar	impressionar
primitivo	próprio
cercanias	imediações
porcalhão	trapalhão
espécime	exemplar
tresdobrar	triplicar
rubiginoso	ruvinhoso
ordenamento	traça
legação	transmissão
desarrumo	desorganização
deglutidor	engolidor
dobradiço	flexível
retrospecto	retrospetiva
zoolatria	zoomania
prodigalizador	pródigo
corta-mar	talha-mar
nega	recusa
redução	restrição
coimável	coimeiro
perfilhação	perfilhamento
mouco	surdo
coralífero	coralígero
pressentido	prognosticado
dobrada	dobradinha
estorcegão	morsegão
coagular-se	coalhar-se
automotor	autopropulsante
professa	religiosa
empilhar	entrouxar
fraternidade	irmandade
desdenhativo	desdenhoso
cafundório	calcanhar-de-judas
ambulância	assistência
desapoio	desaprovação
empantanar	encharcar
esmola	pitança
bracejar	menear
sem-vergonhez	sem-vergonheza
afiançador	fiador
transformador	transformante
premeditação	preparação
anoque	noque
ovante	vencedor
radiestesia	radioestesia
náusea	repugnância
alvirrosado	alvirróseo
sedução	seduzimento
garbo	torneio
abiselar	recortar
ondulação	sinuosidade
desconsoladamente	tristemente
maníaco	obcecado
carpar	sachar
comemorativo	memorativo
desabonado	desacreditado
rococó	velharia
justafluvial	marginal
esbamboar-se	sarandear-se
hospício	manicômio
térreo	terrestre
rosar	rosear
laja	laje
largamente	longamente
decimável	tributável
recrear-se	refocilar-se
ponteiro	seta
precautório	preventivo
hircismo	raposinho
dilatador	dilatante
reformativo	reformatório
astro	estrela
arrasta	arrasta-pé
acaipirar-se	amatutar-se
gás	vigor
intensificação	realce
mambembar	mambembear
revivescimento	revivificação
escritor	pena
letreiro	tabuleta
dialogar	falar
excogitação	ideação
analogético	analogístico
comprovativo	conteste
prateleira	prateleiro
formatura	graduação
comprovincial	comprovinciano
indagativo	indagatório
confirmado	sancionado
laçar-se	sufocar-se
regressivo	retroativo
desmedramento	desmedrança
anichar	aninhar
pertença	pertence
cultuar	venerar
apuramento	condensação
vacilante	vacilatório
repelido	repudiado
corporificação	materialização
experienciar-se	instruir-se
arcabuzear	espingardear
recortar-se	salientar-se
torpemente	vilmente
suscitar	ventilar
álibi	justificativa
respiradouro	suspiro
vaticino	vatídico
desenganar-se	desiludir-se
desfolha	desfolhamento
entremetimento	intercalação
prontidão	rapidez
vigilância	zelo
gaseificável	gasificável
cartola	jaca
mata	selva
refranger	refratar
saciar-se	satisfazer-se
viajar	visitar
axorca	manilha
volatilizar	volatizar
bloquista	taloneiro
desenroscar	destorcer
cozido	cozinhado
omnividente	onividente
ribeiro	veio
lamaroso	lamoso
púrpuro	rúbeo
aclivado	aclivoso
irregular	transgressivo
reconstituir-se	refocilar-se
cogular	encher
vão	vazio
quietar-se	sossegar-se
tiritar	tremelicar
holocausto	imolação
dobragem	dobramento
posteridade	vindoiros
aproximado	aproximativo
albardado	bardado
apontamentos	lembrança
elementos	rudimentos
casuísmo	casuística
homônimo	xarapim
ladrão	ratoneiro
estrangulado	sufocado
judiação	malvadeza
translado	traslado
acasquilhado	alfenado
botoeira	casa
olorizar	perfumar
edificação	edifício
escoar-se	transcursar
intransferível	intransmissível
tato	tino
criminalista	penalista
novamente	recentemente
tocheira	tocheiro
bastamente	espessamente
retrincar	trincar
estampar	pintar
acumétrico	audiométrico
discernente	discernidor
cenóbio	convento
dubiedade	indeterminabilidade
feitor	gestor
descasalar	desemparelhar
hóspede	visita
miraculoso	surpreendente
implacabilidade	inexorabilidade
diária	jornal
cinema	cinematografia
ruche	rufo
muxirum	putirão
dignificador	dignificante
sarcófago	tumba
manumissor	manumitente
encomendar	incumbir
transmudar-se	transubstanciar-se
efluência	exalação
açambarque	monopolização
criadagem	famulagem
icnolitológico	icnológico
eréctil	erétil
embraiar	embrear
recentemente	ultimamente
filar	pilhar
lauretano	louretano
desengordar	emagrentar
silenciosamente	surdamente
pegadoiro	pegadouro
acautelatório	preventivo
avenida	bulevar
improrrogável	inadiável
quarador	quaradouro
raivecer	raivejar
craque	mestre
aducente	aduzente
ajudadoiro	auxílio
leitaria	leiteria
conoidal	conóide
condutivo	condutor
promotor	promovedor
pernosticidade	pernosticismo
copilação	repertório
seminário	simpósio
contemplação	meditação
aforçuramento	apressamento
endentado	engranzado
reprurir	velicar
casita	casucha
fomentação	sustentação
mormente	nomeadamente
peito	tórax
estiada	seca
toldado	turvo
várzea	veiga
gretado	rimoso
diretivo	diretor
borralheiro	caseiro
enfronhado	versado
estridente	estriduloso
tabernário	tavernário
idade	período
crinífero	crinígero
cucuricar	cucuritar
destrutivo	destrutor
locanda	taverna
inumerável	sobrenumerável
dendriforme	dendromorfo
recados	recomendações
mortualha	mortuório
rofego	sulco
vencimento	vitória
imprevisibilidade	inesperabilidade
cilífero	cilígero
inabilitação	incapacitação
repentinidade	subitaneidade
papelico	papelucho
nacarino	róseo
torna-viagem	vinda
galanteria	gentileza
embarcadoiro	píer
bombar	bombear
edível	vesco
isômere	isômero
arrocheiro	recoveiro
unir	vizinhar
dessimetria	dissimetria
impudência	impudor
miscível	misturável
janeireiro	janeirinho
arregalado	esbugalhado
percurso	trajetória
prossecução	prosseguimento
esfriar-se	resfriar-se
esborralhar	esfarelar
cor-de-rosa	róseo
onerosidade	vínculo
peregrina	romeira
cióptico	ciótico
notificante	notificativo
encapelar-se	frisar-se
letificante	letífico
cremosidade	pastosidade
colonizar	povoar
confusamente	desordenadamente
acaloradamente	exaltadamente
bicornuto	bigorne
inelegante	ingracioso
placitar	ratificar
transverso	travesso
meado	metade
esponjosidade	porosidade
salmoeira	salmoura
polia	polilha
transmigrador	transmigrante
sobre-humano	super-humano
parceirada	parceiragem
policromar	policromizar
mordicante	mordicativo
remoçar	renascer
repisa	repisamento
perverso	ruim
circunscrever-se	resumir-se
lucífugo	notâmbulo
confeito	doce
imprudente	louco
culpabilidade	imputabilidade
despersuadir-se	dissuadir-se
prantear-se	querelar-se
irradiação	propagação
refutativo	refutatório
introdutivo	introdutório
homocentricidade	homocentrismo
surdinar	sussurrar
desabotoado	desabrochado
capadeiro	capador
táctil	tateável
grasnante	grasneiro
argila	barro
efeituador	efetuador
relva	relvedo
batimétrico	batométrico
tagarelar	tarelar
além-mundo	ultravida
semidefunto	semimorto
rasteante	rastejador
aurifúlgido	aurisplendente
inclassificável	inqualificável
ridicularizado	troçado
desenlouquecer	desensandecer
ilusionista	prestidigitador
algema	grilhão
semelhante	símile
sugestão	suscitação
enumerável	numerável
bancarrotear	falir
perversor	pervertedor
angariamento	arrecadamento
galardoador	recompensador
isossísmico	isossista
referver	vulcanizar
minimizar	subestimar
negaceador	negaceiro
pobretão	valdevinos
trado	verrumão
orizicultura	rizicultura
make-up	maquiagem
putrefativo	putrefatório
convival	convivial
período	temporada
quebrável	rúptil
fronteira	limite
genuinidade	lidimidade
deparar-se	encontrar-se
granítico	granitoso
desposado	maridado
pestilencial	pestilente
hidrofílico	hidrófilo
brunimento	lustre
irresolúvel	irresolvível
entronado	entronizado
suspeitoso	suspicaz
pacificador	pacificante
nausear	repugnar
bem-vestido	bizarro
atarraxado	parafusado
varrer	vassourar
arregambiar	suspender
desabrigado	descampado
camisinha	preventivo
sanhoso	sanhudo
dissuasivo	dissuasório
cavado	cavo
óptico	ótico
esmagado	pisado
semitropical	subtropical
valoração	valorização
laurel	lauréola
mentirosamente	simuladamente
espuriedade	inconstitucionalidade
empoar	salpicar
quitado	saldo
delinqüente	flagicioso
travessa	travessia
matrimoniar-se	nupciar-se
consumidor	consuntivo
aninhado	confortável
bucal	oral
escanhoar	rapar
reservadamente	secretamente
deleitosamente	saborosamente
trajeto	trajetória
restabelecer-se	restaurar-se
ático	elegante
franco-maçonaria	maçonaria
ignificação	inflamação
desvencilhado	desvincilhado
recompensador	remunerador
argentário	capitalista
idielétrico	idioelétrico
imanização	magnetismo
natureza	temperamento
atamarado	datilado
hipotalássico	submarinho
enfeitiçamento	sedução
dardo	seta
enseada	recôncavo
sobrenaturalista	supranaturalista
desquitar-se	divorciar-se
cristalinidade	limpidez
bastião	fortificação
resgatado	salvo
dedilhado	dedilhamento
ovalar	ovóide
oferecido	ofertado
encomendado	recomendado
fragílimo	fragilíssimo
brancura	claridade
capotar	emborcar
pipoquear	popocar
paladar	sabor
congelo	solidificação
historiador	historiógrafo
êxul	êxule
anfibológico	equívoco
futrica	futricada
incontrariável	incontroversível
almoxarifado	estoque
guarecer	sanar
rúbeo	rubro
esborôo	rebentação
invertido	transposto
undante	undoso
desnorteamento	desorientação
esmaecimento	esmorecimento
soalheira	torreira
caceteiro	zangão
enfartar	saciar
venal	venoso
ríspido	severo
filógino	mulherengo
angra	enseada
vencelho	vencilho
traspassar-se	trespassar-se
medida	providência
pelanca	pelanga
clarirrubro	vermelho-claro
espernegar	pernear
demissor	demissório
espadaúdo	ombrudo
colmilho	presa
adufa	comporta
pernigrande	pernilongo
sumptuário	suntuário
riscadura	traçamento
fileira	renque
narrador	relator
anti-sepsiador	desinfetador
obnóxio	pernicioso
bombeado	redondo
dragomano	drogomano
concedido	deferido
ressentido	sentido
exalado	expirado
recompensar-se	ressarcir-se
argiliforme	argilóide
daninho	nóxio
sonolento	sonorento
avaria	estrago
resfriadoiro	resfriadouro
convite	rebate
causticidade	corrosividade
doctilóquio	facúndia
assertório	asseverativo
venturo	vindouro
deslumbrado	maravilhado
vinháceo	vínico
vomífico	vomitório
flútuo	sobrenadante
sapecadoiro	sapecadouro
repartido	risca
louvor	panegírico
arenado	arenoso
surpreso	tolo
fraternizar	irmanar
rodopelo	rodopio
avaramente	sovinamente
casquejar	sarar
lájea	lajem
desnublar	destoldar
despenteado	escabelado
salvatério	subterfúgio
descarreirado	desencaminhado
tesoira	tesoura
desmamar	destetar
arejamento	arejo
lembranças	saudações
repartir	vastar
embrutecer	materializar
amaninhador	esterilizador
indultado	perdoado
querelar-se	reclamar
abacinar	embaciar
descamisar	desencamisar
madurar-se	sazonar-se
retesar	tesar
adelgaçado	fino
mãos	unha
verdor	vigor
aberratório	anormal
assegurado	garantido
sevandija	zângão
notificação	participação
adesivo	esparadrapo
afaquear	esfaquear
intrepidez	ousadia
afocinhar	focinhar
atorrejado	torreado
abenuz	ébano
puxação	puxada
custódio	protetor
tabuado	tabulado
profundidade	proporções
carvoeira	hulheira
ressalva	restrição
referendar	verificar
grandíloquo	pomposo
subordinado	súdito
encantos	feitiços
comandante	dirigente
badalada	pancada
algibeira	bolso
aduncidade	curvidade
quadrilátero	tetrágono
pedantice	pedantismo
guerrilha	guerrilheiro
tremedeira	tremura
periforme	piriforme
desavezado	desvezado
tainheira	tainheiro
substancial	substancioso
endoidar-se	endoidecer-se
frecheiro	seteiro
brutalilizado	brutificado
avinagrado	vinagrado
perpendicular	vertical
ilogicidade	improcedência
tartufice	tartufismo
perfumar	turiferar
maravilha	milagre
desconhecível	inconhecível
mulher	varoa
inaccessibilidade	inacessibilidade
variante	variedade
barregania	concubinato
guarda-vento	pára-vento
rabugem	rabugice
sobrestar	sustar
aguador	borrifador
copernicano	coperniciano
voltear	voltejar
olheirento	olheirudo
curativo	penso
retrucar	voltar
mulherão	mulherona
simulacro	sombra
desenlevar	desiludir
visitar	vistoriar
punir	refregar
sonhador	sonhoso
entabulamento	iniciação
ambissinistro	anfarístero
ignoscente	indulgente
premier	primeiro-ministro
democratizador	democratizante
boicotar	boicotear
coiceiro	couceiro
catingar	tresandar
incessantemente	sempre
perficiente	puro
revolução	revolvimento
gesticulado	gesto
catacego	catracego
lavoura	lavragem
dilapidado	esbanjado
ultrajante	ultrajoso
ipueira	puera
toirada	tourada
hipnotização	magnetismo
armazenagem	armazenamento
reatamento	religação
estatelar	tombar
contra-indicado	desaconselhado
lugar-comum	trivialidade
ligado	unido
tonadilha	tono
debilitante	elanguescedor
aldrabice	trapaça
miúdo	repetido
compelido	obrigado
lascar-se	rachar-se
impacto	impressão
descascamento	escamação
pau	porrete
própole	própolis
percussor	percutidor
entrefechar	semicerrar
tendente	treito
valente	varonil
oportunamente	tempestivamente
admitido	reconhecido
mago	necromante
crivar	encher
estaca	palanca
ambiguamente	equivocadamente
ejacular	expirar
suingue	swing
acavalado	encavalado
armeiro	espadeiro
loirejar	lourejar
flexo	vergável
aproveitado	empregado
moralidade	respeitabilidade
recria	recriação
qüinqüevirado	qüinqüevirato
encoiraçado	encouraçado
concessor	dispensador
repartideira	repartidor
flabelação	ventilação
fumegar	transparecer
brancacento	brancaço
negrejar-se	obumbrar-se
canhonear	esbombardear
cibárico	cibário
sobrelotar	superlotar
composto	constituído
rigorismo	rigorosidade
reptar	tentar
polainado	polainudo
salácia	salacidade
crente	persuadido
amoixar	amouxar
fraternização	irmanação
defectibilidade	deformidade
atochador	atocho
hediondeza	horribilidade
beneficiação	benfeitoria
contra-aviso	contra-ordem
tecnicidade	tecnicismo
escoteiro	só
solucionar	solver
climatizar	habituar
turquesa	turquesado
matação	matança
nu	pelado
sepultado	sepulto
esclarecedor	explicativo
altruísta	altruístico
pressentimento	rebate
aterraplenado	terraplenado
sideral	sidérico
descontínuo	intercadente
confederado	sócio
gordanchudo	gordão
esfiampado	esfiapado
penugento	penujoso
entrefoliado	interfoliado
condimento	tempero
desolar-se	ermar-se
zooterapêutica	zooterapia
sindérese	tino
afomear	esfaimar
engatar	engrenar
desaromar	desaromatizar
bonificação	remuneração
redestilado	retificado
escarmentado	experiente
docemente	suavemente
esmorrar	espevitar
esqueleto	ossada
comenda	condecoração
demonete	duende
coito	couto
arramar	enramar
desassombro	destemor
lavar	perlavar
raso	rés
perituro	transitório
individuante	individuativo
desigualar	desnivelar
serra	serrania
reto	sério
complacência	piedade
sintetizado	sumário
melhoramento	melhoria
resfolegadoiro	respiradouro
lodacento	lodoso
pitéu	quitute
lacrimejar	lagrimejar
rapto	roubo
desabastecer	desprover
barracento	barroso
